CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;GRUPO_DFP;MOEDA;ESCALA_MOEDA;ORDEM_EXERC;DT_INI_EXERC;DT_FIM_EXERC;CD_CONTA;DS_CONTA;VL_CONTA
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-01-01;2018-12-31;3.04.03;Outras Despesas Administrativas;-9381031.00
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-01-01;2017-12-31;3.04.04;Despesas Tributárias;0.00
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-01-01;2018-12-31;3.04.04;Despesas Tributárias;0.00
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-01-01;2017-12-31;3.04.05;Outras Receitas Operacionais;31756626.00
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-01-01;2018-12-31;3.04.05;Outras Receitas Operacionais;33978144.00
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-01-01;2017-12-31;3.04.05.01;Receita Líquida de Tarifas e Comissões;20943445.00
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-01-01;2018-12-31;3.04.05.01;Receita Líquida de Tarifas e Comissões;21981863.00
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-01-01;2017-12-31;3.04.05.02;Ganhos/(Perdas) Líquidos sobre Ativos/Passivos Financeiros ao VJR;-427696.00
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-01-01;2018-12-31;3.04.05.02;Ganhos/(Perdas) Líquidos sobre Ativos/Passivos Financeiros ao VJR;650202.00
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-01-01;2017-12-31;3.04.05.03;Ganhos/(Perdas) Líquidos sobre Ativos Financeiros ao VJORA;471874.00
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-01-01;2018-12-31;3.04.05.03;Ganhos/(Perdas) Líquidos sobre Ativos Financeiros ao VJORA;405452.00
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-01-01;2017-12-31;3.04.05.04;Ganhos/(Perdas) Líquidos em Coligadas e Joint Ventures;3750978.00
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-01-01;2018-12-31;3.04.05.04;Ganhos/(Perdas) Líquidos em Coligadas e Joint Ventures;3538318.00
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-01-01;2017-12-31;3.04.05.05;Outras Receitas;7232317.00
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-01-01;2018-12-31;3.04.05.05;Outras Receitas;9380209.00
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-01-01;2017-12-31;3.04.05.06;Ganhos/(Perdas) em operação de câmbio e conversão moedas estrangeiras;-214292.00
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-01-01;2018-12-31;3.04.05.06;Ganhos/(Perdas) em operação de câmbio e conversão moedas estrangeiras;-1977900.00
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-01-01;2017-12-31;3.04.06;Outras Despesas Operacionais;-17323604.00
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-01-01;2018-12-31;3.04.06;Outras Despesas Operacionais;-21179812.00
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-01-01;2017-12-31;3.04.06.01;Contribuições, taxas e Outros Impostos;-5482208.00
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-01-01;2018-12-31;3.04.06.01;Contribuições, taxas e Outros Impostos;-5076848.00
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-01-01;2017-12-31;3.04.06.02;Amortização de Ativos Intangíveis;-2416403.00
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-01-01;2018-12-31;3.04.06.02;Amortização de Ativos Intangíveis;-1856261.00
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-01-01;2017-12-31;3.04.06.03;Provisões;-2832984.00
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-01-01;2018-12-31;3.04.06.03;Provisões;-5437673.00
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-01-01;2017-12-31;3.04.06.04;Depreciação;-1162822.00
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-01-01;2018-12-31;3.04.06.04;Depreciação;-1195908.00
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-01-01;2017-12-31;3.04.06.05;Outras Despesas;-5429187.00
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-01-01;2018-12-31;3.04.06.05;Outras Despesas;-7613122.00
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-01-01;2017-12-31;3.04.07;Resultado da Equivalência Patrimonial;0.00
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-01-01;2018-12-31;3.04.07;Resultado da Equivalência Patrimonial;0.00
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-01-01;2017-12-31;3.05;Resultado Antes dos Tributos sobre o Lucro;15930461.00
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-01-01;2018-12-31;3.05;Resultado Antes dos Tributos sobre o Lucro;20414199.00
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-01-01;2017-12-31;3.06;Imposto de Renda e Contribuição Social sobre o Lucro;-3655158.00
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-01-01;2018-12-31;3.06;Imposto de Renda e Contribuição Social sobre o Lucro;-5328098.00
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-01-01;2017-12-31;3.06.01;Corrente;-3290685.00
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-01-01;2018-12-31;3.06.01;Corrente;-3304217.00
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-01-01;2017-12-31;3.06.02;Diferido;-364473.00
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-01-01;2018-12-31;3.06.02;Diferido;-2023881.00
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-01-01;2017-12-31;3.07;Resultado Líquido das Operações Continuadas;12275303.00
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-01-01;2018-12-31;3.07;Resultado Líquido das Operações Continuadas;15086101.00
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-01-01;2017-12-31;3.08;Resultado Líquido das Operações Descontinuadas;0.00
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-01-01;2018-12-31;3.08;Resultado Líquido das Operações Descontinuadas;0.00
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-01-01;2017-12-31;3.08.01;Lucro/Prejuízo Líquido das Operações Descontinuadas;0.00
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-01-01;2018-12-31;3.08.01;Lucro/Prejuízo Líquido das Operações Descontinuadas;0.00
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-01-01;2017-12-31;3.08.02;Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas;0.00
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-01-01;2018-12-31;3.08.02;Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas;0.00
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-01-01;2017-12-31;3.09;Lucro/Prejuízo Consolidado do Período;12275303.00
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-01-01;2018-12-31;3.09;Lucro/Prejuízo Consolidado do Período;15086101.00
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-01-01;2017-12-31;3.09.01;Atribuído a Sócios da Empresa Controladora;10628794.00
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-01-01;2018-12-31;3.09.01;Atribuído a Sócios da Empresa Controladora;13825994.00
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-01-01;2017-12-31;3.09.02;Atribuído a Sócios Não Controladores;1646509.00
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;1023;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-01-01;2018-12-31;3.09.02;Atribuído a Sócios Não Controladores;1260107.00
00.000.208/0001-00;2018-12-31;2;BRB BCO DE BRASILIA S.A.;14206;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-01-01;2017-12-31;3.01;Receitas da Intermediação Financeira;3090762.00
00.000.208/0001-00;2018-12-31;2;BRB BCO DE BRASILIA S.A.;14206;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-01-01;2018-12-31;3.01;Receitas da Intermediação Financeira;3012804.00
00.000.208/0001-00;2018-12-31;2;BRB BCO DE BRASILIA S.A.;14206;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-01-01;2017-12-31;3.01.01;Receitas com Juros e Similares;2681340.00
00.000.208/0001-00;2018-12-31;2;BRB BCO DE BRASILIA S.A.;14206;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-01-01;2018-12-31;3.01.01;Receitas com Juros e Similares;2637796.00
00.000.208/0001-00;2018-12-31;2;BRB BCO DE BRASILIA S.A.;14206;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-01-01;2017-12-31;3.01.02;Outros Ganhos/Perdas Líquidos com empréstimos e adiantamentos a clientes;100327.00
00.000.208/0001-00;2018-12-31;2;BRB BCO DE BRASILIA S.A.;14206;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-01-01;2018-12-31;3.01.02;Outros Ganhos/Perdas Líquidos com empréstimos e adiantamentos a clientes;0.00
00.000.208/0001-00;2018-12-31;2;BRB BCO DE BRASILIA S.A.;14206;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-01-01;2017-12-31;3.01.03;Outros Ganhos/Perdas Líquidos com Ativos Financeiros;-34480.00
00.000.208/0001-00;2018-12-31;2;BRB BCO DE BRASILIA S.A.;14206;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-01-01;2018-12-31;3.01.03;Outros Ganhos/Perdas Líquidos com Ativos Financeiros;0.00
00.000.208/0001-00;2018-12-31;2;BRB BCO DE BRASILIA S.A.;14206;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-01-01;2017-12-31;3.01.04;Ganhos/Perdas Líquidos com Ativos Mantidos até o Vencimento;-677.00
00.000.208/0001-00;2018-12-31;2;BRB BCO DE BRASILIA S.A.;14206;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-01-01;2018-12-31;3.01.04;Ganhos/Perdas Líquidos com Ativos Mantidos até o Vencimento;1622.00
00.000.208/0001-00;2018-12-31;2;BRB BCO DE BRASILIA S.A.;14206;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-01-01;2017-12-31;3.01.05;Receita de Tarifas e Comissões;342916.00
00.000.208/0001-00;2018-12-31;2;BRB BCO DE BRASILIA S.A.;14206;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-01-01;2018-12-31;3.01.05;Receita de Tarifas e Comissões;368843.00
00.000.208/0001-00;2018-12-31;2;BRB BCO DE BRASILIA S.A.;14206;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-01-01;2017-12-31;3.01.06;Resultado com Operações de Câmbio;1336.00
00.000.208/0001-00;2018-12-31;2;BRB BCO DE BRASILIA S.A.;14206;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-01-01;2018-12-31;3.01.06;Resultado com Operações de Câmbio;4543.00
00.000.208/0001-00;2018-12-31;2;BRB BCO DE BRASILIA S.A.;14206;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-01-01;2017-12-31;3.02;Despesas da Intermediação Financeira;-1169510.00
00.000.208/0001-00;2018-12-31;2;BRB BCO DE BRASILIA S.A.;14206;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-01-01;2018-12-31;3.02;Despesas da Intermediação Financeira;-794880.00
00.000.208/0001-00;2018-12-31;2;BRB BCO DE BRASILIA S.A.;14206;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-01-01;2017-12-31;3.02.01;Despesas com Juros e Similares;-806649.00
00.000.208/0001-00;2018-12-31;2;BRB BCO DE BRASILIA S.A.;14206;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-01-01;2018-12-31;3.02.01;Despesas com Juros e Similares;-658285.00
00.000.208/0001-00;2018-12-31;2;BRB BCO DE BRASILIA S.A.;14206;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-01-01;2017-12-31;3.02.02;Provisão para Perdas de Crédito Esperadas;-340882.00
00.000.208/0001-00;2018-12-31;2;BRB BCO DE BRASILIA S.A.;14206;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-01-01;2018-12-31;3.02.02;Provisão para Perdas de Crédito Esperadas;-114865.00
00.000.208/0001-00;2018-12-31;2;BRB BCO DE BRASILIA S.A.;14206;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-01-01;2017-12-31;3.02.03;Despesas de Tarifas e Comissões;-21979.00
00.000.208/0001-00;2018-12-31;2;BRB BCO DE BRASILIA S.A.;14206;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-01-01;2018-12-31;3.02.03;Despesas de Tarifas e Comissões;-21730.00
00.000.208/0001-00;2018-12-31;2;BRB BCO DE BRASILIA S.A.;14206;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-01-01;2017-12-31;3.03;Resultado Bruto Intermediação Financeira;1921252.00
00.000.208/0001-00;2018-12-31;2;BRB BCO DE BRASILIA S.A.;14206;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-01-01;2018-12-31;3.03;Resultado Bruto Intermediação Financeira;2217924.00
00.000.208/0001-00;2018-12-31;2;BRB BCO DE BRASILIA S.A.;14206;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-01-01;2017-12-31;3.04;Outras Despesas/Receitas Operacionais;-1580682.00
00.000.208/0001-00;2018-12-31;2;BRB BCO DE BRASILIA S.A.;14206;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-01-01;2018-12-31;3.04;Outras Despesas/Receitas Operacionais;-1649253.00
00.000.208/0001-00;2018-12-31;2;BRB BCO DE BRASILIA S.A.;14206;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-01-01;2017-12-31;3.04.01;Receitas de Prestação de Serviços;0.00
00.000.208/0001-00;2018-12-31;2;BRB BCO DE BRASILIA S.A.;14206;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-01-01;2018-12-31;3.04.01;Receitas de Prestação de Serviços;0.00
00.000.208/0001-00;2018-12-31;2;BRB BCO DE BRASILIA S.A.;14206;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-01-01;2017-12-31;3.04.02;Despesas de Pessoal;-891011.00
00.000.208/0001-00;2018-12-31;2;BRB BCO DE BRASILIA S.A.;14206;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-01-01;2018-12-31;3.04.02;Despesas de Pessoal;-894612.00
00.000.208/0001-00;2018-12-31;2;BRB BCO DE BRASILIA S.A.;14206;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-01-01;2017-12-31;3.04.03;Outras Despesas Administrativas;-452555.00
00.000.208/0001-00;2018-12-31;2;BRB BCO DE BRASILIA S.A.;14206;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-01-01;2018-12-31;3.04.03;Outras Despesas Administrativas;-453127.00
00.000.208/0001-00;2018-12-31;2;BRB BCO DE BRASILIA S.A.;14206;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-01-01;2017-12-31;3.04.03.01;Despesas de Depreciação e Amortização;-50110.00
00.000.208/0001-00;2018-12-31;2;BRB BCO DE BRASILIA S.A.;14206;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-01-01;2018-12-31;3.04.03.01;Despesas de Depreciação e Amortização;-62933.00
00.000.208/0001-00;2018-12-31;2;BRB BCO DE BRASILIA S.A.;14206;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-01-01;2017-12-31;3.04.03.02;Outras Despesas Administrativas;-402445.00
00.000.208/0001-00;2018-12-31;2;BRB BCO DE BRASILIA S.A.;14206;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-01-01;2018-12-31;3.04.03.02;Outras Despesas Administrativas;-390194.00
00.000.208/0001-00;2018-12-31;2;BRB BCO DE BRASILIA S.A.;14206;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;PENÚLTIMO;2017-01-01;2017-12-31;3.04.04;Despesas Tributárias;-141856.00
00.000.208/0001-00;2018-12-31;2;BRB BCO DE BRASILIA S.A.;14206;DF Consolidado - Demonstração do Resultado;REAL;MILHAR;ÚLTIMO;2018-01-01;2018-12-31;3.04.04;Despesas Tributárias;-143544.00
